serial_no,employer_id,employer_name,industry,sub_industry,company_size_band,hq_city,hq_state,hq_country,website_url,linkedin_url,is_faang_company,is_non_profit,slu_partnership_type,slu_partnership_level,slu_partnership_status,slu_partnership_start_date,primary_contact_name,primary_contact_title,primary_contact_email,primary_contact_phone
98,75627f8e-0f4d-4be0-bcc1-b846c757c61f,Employer 0098,Finance,Banking,Medium,Dallas,TX,USA,https://www.example98.com,https://www.linkedin.com/company/example-98,0,0,Academic,Silver,Inactive,07/29/2022,Alex98 Reed98,HR Manager,contact98@example.com,+18234494675
99,94bc6406-b3cf-4774-ad54-1fd0a391971d,Employer 0099,Retail,E-commerce,Small,New York,NY,USA,https://www.example99.com,https://www.linkedin.com/company/example-99,0,0,Hiring,Gold,Prospect,02/08/2024,Alex99 Reed99,Talent Partner,contact99@example.com,+15084642034
100,aa984758-cdff-45eb-9e20-a1b55091f833,Employer 0100,Energy,Utilities,Medium,London,NA,UK,https://www.example100.com,https://www.linkedin.com/company/example-100,0,0,Academic,Silver,Active,02/20/2025,Alex100 Reed100,Talent Partner,contact100@example.com,+13625983256
101,b0f2b934-c0d6-4aca-81e7-252b64ed9a11,Employer 0101,Energy,Utilities,Enterprise,New York,NY,USA,https://www.example101.com,https://www.linkedin.com/company/example-101,0,0,Sponsorship,Bronze,Prospect,02/28/2024,Alex101 Reed101,Talent Partner,contact101@example.com,+16979648108
102,0dc579f3-da9e-4783-9c0e-c6b046f7a952,Employer 0102,Healthcare,Provider,Small,San Jose,CA,USA,https://www.example102.com,https://www.linkedin.com/company/example-102,0,1,Mentorship,Gold,Prospect,05/11/2023,Alex102 Reed102,HR Manager,contact102@example.com,+13525639242
103,529005c9-6099-40b8-9808-852a6b8517fb,Employer 0103,Manufacturing,Industrial,Enterprise,Chicago,IL,USA,https://www.example103.com,https://www.linkedin.com/company/example-103,0,0,Academic,Gold,Active,05/19/2020,Alex103 Reed103,University Relations,contact103@example.com,+19215066182
104,db4f650f-b389-4cfd-a8db-c9bcf2ff5945,Employer 0104,Retail,E-commerce,Enterprise,London,NA,UK,https://www.example104.com,https://www.linkedin.com/company/example-104,0,0,Academic,Bronze,Inactive,05/29/2025,Alex104 Reed104,HR Manager,contact104@example.com,+18466225486
105,4c38a577-6f31-421d-9c7a-ca82b88e1f39,Employer 0105,Consulting,IT Services,Large,Seattle,WA,USA,https://www.example105.com,https://www.linkedin.com/company/example-105,0,0,Sponsorship,Silver,Active,06/29/2025,Alex105 Reed105,HR Manager,contact105@example.com,+13214939799
106,c26393ec-ffdd-4a07-80cc-ded2d8b1b404,Employer 0106,Logistics,Supply Chain,Large,Boston,MA,USA,https://www.example106.com,https://www.linkedin.com/company/example-106,0,0,Mentorship,Bronze,Prospect,07/14/2025,Alex106 Reed106,Recruiter,contact106@example.com,+12428387415
107,69d2dcd7-fc22-483e-977d-242ce42e37cf,Employer 0107,Consulting,IT Services,Medium,New York,NY,USA,https://www.example107.com,https://www.linkedin.com/company/example-107,0,0,Academic,Gold,Prospect,04/09/2021,Alex107 Reed107,HR Manager,contact107@example.com,+19972784399
108,4783654b-f375-4f33-8e2c-47cb0f83c85c,Employer 0108,Technology,Cloud/Software,Enterprise,London,NA,UK,https://www.example108.com,https://www.linkedin.com/company/example-108,0,0,None,Gold,Prospect,12/19/2024,Alex108 Reed108,Recruiter,contact108@example.com,+18254336447
109,7b9d1f6e-4345-480b-89c1-41f17c2787e7,Employer 0109,Healthcare,Provider,Enterprise,Bengaluru,NA,India,https://www.example109.com,https://www.linkedin.com/company/example-109,0,0,Hiring,Bronze,Inactive,02/09/2024,Alex109 Reed109,Talent Partner,contact109@example.com,+18854976053
110,8e9cb329-eb04-4b18-a100-5f9f1050027b,Employer 0110,Manufacturing,Industrial,Enterprise,St. Louis,MO,USA,https://www.example110.com,https://www.linkedin.com/company/example-110,0,0,Mentorship,Gold,Inactive,11/06/2022,Alex110 Reed110,University Relations,contact110@example.com,+12137169767
111,a7e189d6-f22e-406a-be4e-7335e74b987b,Employer 0111,Finance,Banking,Enterprise,Boston,MA,USA,https://www.example111.com,https://www.linkedin.com/company/example-111,0,0,Hiring,Bronze,Prospect,09/18/2025,Alex111 Reed111,Talent Partner,contact111@example.com,+16256164344
112,d05f2b83-9a86-4c06-96f4-436b70abb39f,Employer 0112,Manufacturing,Industrial,Small,New York,NY,USA,https://www.example112.com,https://www.linkedin.com/company/example-112,0,0,None,Silver,Inactive,08/04/2025,Alex112 Reed112,Recruiter,contact112@example.com,+17295345903
113,63b09fad-bbc5-47c3-870a-a79d924259a3,Employer 0113,Education,University,Small,Bengaluru,NA,India,https://www.example113.com,https://www.linkedin.com/company/example-113,0,0,Mentorship,Silver,Inactive,12/14/2021,Alex113 Reed113,University Relations,contact113@example.com,+12082037440
114,2353b833-0f9d-45b2-9eab-81b0e38b9ede,Employer 0114,Consulting,IT Services,Small,San Jose,CA,USA,https://www.example114.com,https://www.linkedin.com/company/example-114,0,0,Sponsorship,Silver,Active,12/19/2022,Alex114 Reed114,University Relations,contact114@example.com,+12817215649
115,bcae1ae0-32c1-41c5-b8c8-62d5adda4009,Employer 0115,Logistics,Supply Chain,Small,Dallas,TX,USA,https://www.example115.com,https://www.linkedin.com/company/example-115,0,0,Donor,Gold,Active,08/29/2022,Alex115 Reed115,Recruiter,contact115@example.com,+15663305960
116,d35e644e-6d52-447a-92f4-d7c8ceb60909,Employer 0116,Education,University,Small,Chicago,IL,USA,https://www.example116.com,https://www.linkedin.com/company/example-116,0,1,Hiring,Silver,Inactive,11/28/2025,Alex116 Reed116,University Relations,contact116@example.com,+12696087203
117,be6efa60-d134-42e3-a7bf-bbd470be033e,Employer 0117,Government,Public Sector,Enterprise,Seattle,WA,USA,https://www.example117.com,https://www.linkedin.com/company/example-117,0,0,Mentorship,Gold,Inactive,01/21/2022,Alex117 Reed117,Recruiter,contact117@example.com,+14982879427
118,ad8ddf06-6aa2-4a80-a245-77cc0e1c2b50,Employer 0118,Technology,Cloud/Software,Large,Boston,MA,USA,https://www.example118.com,https://www.linkedin.com/company/example-118,0,0,Sponsorship,Silver,Prospect,07/13/2024,Alex118 Reed118,HR Manager,contact118@example.com,+18557057315
119,9c256dcc-908c-42b4-a524-63df8b2c16bf,Employer 0119,Logistics,Supply Chain,Small,Boston,MA,USA,https://www.example119.com,https://www.linkedin.com/company/example-119,0,0,Sponsorship,Silver,Active,12/12/2023,Alex119 Reed119,Talent Partner,contact119@example.com,+19363402792
120,62ac2ed2-61b1-4054-9019-3192289f535d,Employer 0120,Retail,E-commerce,Small,St. Louis,MO,USA,https://www.example120.com,https://www.linkedin.com/company/example-120,0,0,Academic,Silver,Inactive,01/11/2026,Alex120 Reed120,Talent Partner,contact120@example.com,+13386327013
121,c0086b9c-a9d5-46ba-83fa-d3807f5438fc,Employer 0121,Logistics,Supply Chain,Medium,New York,NY,USA,https://www.example121.com,https://www.linkedin.com/company/example-121,0,0,Sponsorship,Silver,Active,03/28/2020,Alex121 Reed121,HR Manager,contact121@example.com,+13029844804
122,1b7d9159-1017-472f-8610-cad42cfe263b,Employer 0122,Finance,Banking,Small,Austin,TX,USA,https://www.example122.com,https://www.linkedin.com/company/example-122,0,0,Sponsorship,Gold,Prospect,10/08/2020,Alex122 Reed122,Talent Partner,contact122@example.com,+14333361750
123,7796879f-9418-4a5b-adcb-1fb6ec04104f,Employer 0123,Education,University,Small,St. Louis,MO,USA,https://www.example123.com,https://www.linkedin.com/company/example-123,0,0,Academic,Gold,Inactive,04/29/2023,Alex123 Reed123,HR Manager,contact123@example.com,+17348915404
124,b751be15-8062-43ff-9856-8597af62841b,Employer 0124,Education,University,Large,Chicago,IL,USA,https://www.example124.com,https://www.linkedin.com/company/example-124,0,1,Sponsorship,Silver,Inactive,08/04/2020,Alex124 Reed124,Talent Partner,contact124@example.com,+16343429221
125,abddd930-a77d-44a5-9729-d46bbe7b95ac,Employer 0125,Government,Public Sector,Large,Dublin,NA,Ireland,https://www.example125.com,https://www.linkedin.com/company/example-125,0,1,Mentorship,Gold,Active,02/06/2020,Alex125 Reed125,University Relations,contact125@example.com,+12746427912
126,b5d9d746-f3a2-49f8-a00b-959204bef1e3,Employer 0126,Government,Public Sector,Medium,Toronto,ON,Canada,https://www.example126.com,https://www.linkedin.com/company/example-126,0,1,Sponsorship,Bronze,Prospect,01/28/2026,Alex126 Reed126,Recruiter,contact126@example.com,+16278317581
127,b3b5a737-c808-4ed7-9439-225c1dcebe51,Employer 0127,Government,Public Sector,Medium,Dallas,TX,USA,https://www.example127.com,https://www.linkedin.com/company/example-127,0,1,Donor,Bronze,Prospect,04/09/2022,Alex127 Reed127,University Relations,contact127@example.com,+15972425152
128,06d329a7-734a-4b06-8863-47b507e94d83,Employer 0128,Technology,Cloud/Software,Medium,New York,NY,USA,https://www.example128.com,https://www.linkedin.com/company/example-128,0,0,Mentorship,Silver,Inactive,08/30/2023,Alex128 Reed128,Talent Partner,contact128@example.com,+15005003545
129,8f08693a-5e1f-4eef-8e55-98401bd80456,Employer 0129,Government,Public Sector,Large,Bengaluru,NA,India,https://www.example129.com,https://www.linkedin.com/company/example-129,0,1,Mentorship,Bronze,Inactive,09/26/2024,Alex129 Reed129,HR Manager,contact129@example.com,+18036525909
130,1a7a4160-e87e-4c31-954f-a74715bb9d14,Employer 0130,Technology,Cloud/Software,Enterprise,Chicago,IL,USA,https://www.example130.com,https://www.linkedin.com/company/example-130,0,0,None,Bronze,Inactive,10/19/2025,Alex130 Reed130,Talent Partner,contact130@example.com,+16294327444
131,8d6f69fb-7a2d-4c3e-8d48-be779250349e,Employer 0131,Logistics,Supply Chain,Enterprise,Austin,TX,USA,https://www.example131.com,https://www.linkedin.com/company/example-131,0,0,None,Gold,Inactive,11/06/2024,Alex131 Reed131,University Relations,contact131@example.com,+13296816761
132,d787b6a6-3314-4fd8-aa8f-d5b238308d93,Employer 0132,Retail,E-commerce,Medium,Dallas,TX,USA,https://www.example132.com,https://www.linkedin.com/company/example-132,0,0,Hiring,Silver,Prospect,11/12/2024,Alex132 Reed132,Recruiter,contact132@example.com,+16048778479
133,30cd32fe-8641-4922-a944-eed7a2d80004,Employer 0133,Technology,Cloud/Software,Medium,San Jose,CA,USA,https://www.example133.com,https://www.linkedin.com/company/example-133,0,0,Academic,Bronze,Prospect,10/21/2020,Alex133 Reed133,University Relations,contact133@example.com,+15199014935
134,56ccbfc3-cdfc-4a62-a8b2-c017094fd9e6,Employer 0134,Finance,Banking,Small,Boston,MA,USA,https://www.example134.com,https://www.linkedin.com/company/example-134,0,0,Mentorship,Gold,Active,12/26/2025,Alex134 Reed134,University Relations,contact134@example.com,+18313407561
135,3f91bfb5-d238-4968-9f58-b14c28fe7c7c,Employer 0135,Technology,Cloud/Software,Enterprise,San Jose,CA,USA,https://www.example135.com,https://www.linkedin.com/company/example-135,0,0,Hiring,Silver,Active,11/05/2024,Alex135 Reed135,HR Manager,contact135@example.com,+17095896259
136,fd692a6c-f7a5-4088-8633-03a26b12846e,Employer 0136,Education,University,Large,Boston,MA,USA,https://www.example136.com,https://www.linkedin.com/company/example-136,0,1,Donor,Silver,Prospect,08/17/2024,Alex136 Reed136,Recruiter,contact136@example.com,+16679582431
137,7d1a2c99-5a13-44fc-94af-2f8f5f7f5b9e,Employer 0137,Retail,E-commerce,Small,Seattle,WA,USA,https://www.example137.com,https://www.linkedin.com/company/example-137,0,0,None,Gold,Active,07/22/2026,Alex137 Reed137,Talent Partner,contact137@example.com,+19766333340
138,c0c5708b-2036-4d3c-952d-cd1363d4f785,Employer 0138,Retail,E-commerce,Large,Dallas,TX,USA,https://www.example138.com,https://www.linkedin.com/company/example-138,0,0,Hiring,Gold,Active,01/14/2025,Alex138 Reed138,Talent Partner,contact138@example.com,+18518916580
139,3ad348a6-af85-4a6d-83e4-403a3902f719,Employer 0139,Logistics,Supply Chain,Small,St. Louis,MO,USA,https://www.example139.com,https://www.linkedin.com/company/example-139,0,0,None,Gold,Prospect,03/23/2023,Alex139 Reed139,HR Manager,contact139@example.com,+12847487412
140,038d94d2-ffbb-4c09-9b8e-d2558b07acd5,Employer 0140,Government,Public Sector,Large,Hyderabad,NA,India,https://www.example140.com,https://www.linkedin.com/company/example-140,0,1,Academic,Gold,Inactive,12/05/2024,Alex140 Reed140,University Relations,contact140@example.com,+13498586261
141,ac244dfc-d67d-494d-acdb-07fa2ef00b84,Employer 0141,Government,Public Sector,Large,St. Louis,MO,USA,https://www.example141.com,https://www.linkedin.com/company/example-141,0,1,Academic,Silver,Active,05/12/2021,Alex141 Reed141,Talent Partner,contact141@example.com,+19989642835
142,268ce490-d518-4504-8641-0b55cb71b287,Employer 0142,Consulting,IT Services,Medium,San Jose,CA,USA,https://www.example142.com,https://www.linkedin.com/company/example-142,0,0,Donor,Gold,Prospect,05/02/2023,Alex142 Reed142,Recruiter,contact142@example.com,+15508843268
143,793cf314-18a6-41d7-b576-5debbf911fdd,Employer 0143,Technology,Cloud/Software,Medium,Boston,MA,USA,https://www.example143.com,https://www.linkedin.com/company/example-143,0,0,Mentorship,Gold,Inactive,02/02/2025,Alex143 Reed143,Talent Partner,contact143@example.com,+12737177191
144,2204ad73-4525-4599-a64f-2563fdfc4250,Employer 0144,Technology,Cloud/Software,Enterprise,Boston,MA,USA,https://www.example144.com,https://www.linkedin.com/company/example-144,0,0,Academic,Silver,Prospect,09/29/2021,Alex144 Reed144,University Relations,contact144@example.com,+15058259304
145,bbfd9278-00aa-4333-843d-62b19921d7fe,Employer 0145,Consulting,IT Services,Medium,Dublin,NA,Ireland,https://www.example145.com,https://www.linkedin.com/company/example-145,0,0,Academic,Bronze,Active,10/23/2024,Alex145 Reed145,University Relations,contact145@example.com,+19764541508
146,562b91a2-8a37-4917-9f38-a04716604cf6,Employer 0146,Healthcare,Provider,Small,Austin,TX,USA,https://www.example146.com,https://www.linkedin.com/company/example-146,0,1,Donor,Gold,Inactive,10/24/2023,Alex146 Reed146,HR Manager,contact146@example.com,+13699662130
147,5aebce8a-8fd4-41a4-8845-5c553f3ba526,Employer 0147,Government,Public Sector,Small,Austin,TX,USA,https://www.example147.com,https://www.linkedin.com/company/example-147,0,1,None,Silver,Prospect,12/04/2026,Alex147 Reed147,Recruiter,contact147@example.com,+13332565419
148,fa13625d-169d-4c70-bbc4-b1ac28c8f188,Employer 0148,Retail,E-commerce,Enterprise,Boston,MA,USA,https://www.example148.com,https://www.linkedin.com/company/example-148,0,0,Sponsorship,Bronze,Prospect,09/19/2025,Alex148 Reed148,Recruiter,contact148@example.com,+19034033242
149,c96bfae1-fef9-4907-ba4c-470084a55f71,Employer 0149,Energy,Utilities,Medium,Austin,TX,USA,https://www.example149.com,https://www.linkedin.com/company/example-149,0,0,Sponsorship,Bronze,Inactive,11/27/2022,Alex149 Reed149,Recruiter,contact149@example.com,+16738766968
150,f79b8eff-851f-4a98-9403-8c2aa05f08c8,Employer 0150,Energy,Utilities,Large,Chicago,IL,USA,https://www.example150.com,https://www.linkedin.com/company/example-150,0,0,Hiring,Bronze,Prospect,12/08/2020,Alex150 Reed150,University Relations,contact150@example.com,+16424168353
151,f5fac8dd-ca12-451a-9ca7-69fc27e921b2,Employer 0151,Education,University,Enterprise,Bengaluru,NA,India,https://www.example151.com,https://www.linkedin.com/company/example-151,0,1,None,Silver,Prospect,11/26/2024,Alex151 Reed151,Talent Partner,contact151@example.com,+13778126244
152,08f767f0-1ab9-4649-8055-3bdc7b0b9a2f,Employer 0152,Energy,Utilities,Small,Chicago,IL,USA,https://www.example152.com,https://www.linkedin.com/company/example-152,0,0,Mentorship,Gold,Prospect,05/26/2021,Alex152 Reed152,HR Manager,contact152@example.com,+13267387560
153,7fae1481-3d26-44c6-a6e4-67c2c56f6a9c,Employer 0153,Education,University,Medium,Chicago,IL,USA,https://www.example153.com,https://www.linkedin.com/company/example-153,0,0,Donor,Silver,Inactive,08/04/2022,Alex153 Reed153,Talent Partner,contact153@example.com,+12093343915
154,18b803e1-6ed7-4252-b3d0-a6cfbddfc2ae,Employer 0154,Education,University,Enterprise,San Jose,CA,USA,https://www.example154.com,https://www.linkedin.com/company/example-154,0,1,Academic,Gold,Inactive,02/27/2022,Alex154 Reed154,Talent Partner,contact154@example.com,+14345108235
155,3c9553ae-8e5e-4d27-b081-5f2e6a38f1b3,Employer 0155,Logistics,Supply Chain,Small,Austin,TX,USA,https://www.example155.com,https://www.linkedin.com/company/example-155,0,0,None,Bronze,Prospect,06/26/2026,Alex155 Reed155,Recruiter,contact155@example.com,+12884304672
156,7933711a-f02e-4700-b276-790b78e6cf55,Employer 0156,Government,Public Sector,Enterprise,New York,NY,USA,https://www.example156.com,https://www.linkedin.com/company/example-156,0,0,Donor,Gold,Prospect,04/18/2020,Alex156 Reed156,Recruiter,contact156@example.com,+15747926332
157,cd2a648e-fe7a-44b1-b688-f00ca6826431,Employer 0157,Healthcare,Provider,Small,Chicago,IL,USA,https://www.example157.com,https://www.linkedin.com/company/example-157,0,1,Donor,Gold,Active,11/09/2020,Alex157 Reed157,HR Manager,contact157@example.com,+17607093656
158,0fa8be6c-e8f5-4b53-a050-759471d9fd44,Employer 0158,Technology,Cloud/Software,Medium,Seattle,WA,USA,https://www.example158.com,https://www.linkedin.com/company/example-158,0,0,Donor,Silver,Inactive,09/09/2024,Alex158 Reed158,Talent Partner,contact158@example.com,+19549402492
159,a80f5aa8-e9e8-499b-8760-0d918867b352,Employer 0159,Finance,Banking,Medium,Austin,TX,USA,https://www.example159.com,https://www.linkedin.com/company/example-159,0,0,None,Gold,Active,01/02/2026,Alex159 Reed159,Talent Partner,contact159@example.com,+15168101393
160,efaf3a96-de82-4ae8-8117-6831b11ce043,Employer 0160,Retail,E-commerce,Small,Seattle,WA,USA,https://www.example160.com,https://www.linkedin.com/company/example-160,0,0,Mentorship,Gold,Active,05/26/2022,Alex160 Reed160,Recruiter,contact160@example.com,+15888992983
161,27c8e593-4861-45c1-b02b-71c137477485,Employer 0161,Government,Public Sector,Large,San Jose,CA,USA,https://www.example161.com,https://www.linkedin.com/company/example-161,0,0,Sponsorship,Silver,Inactive,01/01/2020,Alex161 Reed161,Talent Partner,contact161@example.com,+13132481167
162,f6ed264f-95a0-46c2-ab8a-bd9f969ff44b,Employer 0162,Manufacturing,Industrial,Large,Hyderabad,NA,India,https://www.example162.com,https://www.linkedin.com/company/example-162,0,0,Donor,Bronze,Prospect,11/18/2021,Alex162 Reed162,Recruiter,contact162@example.com,+15326566709
163,843f437a-9c19-4035-8bed-0e47d90a26ea,Employer 0163,Consulting,IT Services,Small,St. Louis,MO,USA,https://www.example163.com,https://www.linkedin.com/company/example-163,0,0,Sponsorship,Bronze,Active,06/23/2024,Alex163 Reed163,Recruiter,contact163@example.com,+15632234959
164,b637fc0e-2e1d-4f1e-933c-662cdf1d67eb,Employer 0164,Logistics,Supply Chain,Medium,London,NA,UK,https://www.example164.com,https://www.linkedin.com/company/example-164,0,0,Donor,Bronze,Prospect,11/19/2020,Alex164 Reed164,Talent Partner,contact164@example.com,+18336122918
165,e9cf11b6-f339-4440-93e0-97d4295e428a,Employer 0165,Consulting,IT Services,Small,Hyderabad,NA,India,https://www.example165.com,https://www.linkedin.com/company/example-165,0,0,Donor,Gold,Inactive,07/06/2020,Alex165 Reed165,University Relations,contact165@example.com,+17149781318
